Run,Event,PID1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,PID2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,PID3,E3,px3,py3,pz3,pt3,eta3,phi3,Q3,PID4,E4,px4,py4,pz4,pt4,eta4,phi4,Q4,mZ1,mZ2,M
194210,74688978,11,11.8295,3.58474,-11.2663,0.398418,11.8228,0.0336926,-1.26274,-1,-11,9.94577,8.75018,2.90699,-3.72854,9.22043,-0.394097,0.320748,1,-13,39.2998,35.4981,2.40515,-16.6902,35.5794,-0.453402,0.067651,1,13,37.5906,-32.4952,11.0167,-15.3536,34.3119,-0.433742,2.81473,-1,68.5285,15.5257,90.6792
195165,306811048,-11,162.613,-8.60362,45.6802,155.827,46.4834,1.92434,1.75696,1,11,14.5764,12.6266,-0.129733,-7.28171,12.6272,-0.548714,-0.0102742,-1,13,81.8326,1.19726,-48.858,65.6356,48.8726,1.1044,-1.5463,-1,-13,34.8841,13.0597,-10.8648,-30.4679,16.9883,-1.34726,-0.69391,1,92.8222,85.0829,228.243
194479,42464759,-11,12.219,2.79637,9.14877,-7.60155,9.56659,-0.728441,1.27416,1,11,38.4071,-8.91798,-0.803635,37.3488,8.95411,2.1354,-3.05172,-1,-13,68.6175,33.0916,11.652,-58.9706,35.0831,-1.29109,0.338556,1,13,34.1052,-29.5998,-15.4865,-6.86807,33.4063,-0.204171,-2.65956,-1,78.6786,39.6357,148.95
194533,677674570,-11,183.311,-144.204,88.2957,70.7957,169.088,0.407333,2.59218,1,11,94.1261,-55.7582,1.63544,75.816,55.7822,1.114,3.11227,-1,13,221.8,21.4801,-39.1765,217.254,44.6788,2.28512,-1.06927,-1,-13,36.2293,19.6354,0.343965,30.4447,19.6384,1.22233,0.0175158,1,86.0459,45.0144,321.56
195147,607057396,-11,128.099,63.8082,9.08692,-110.704,64.452,-1.30972,0.141459,1,11,41.7835,-29.2013,14.6669,-26.039,32.6777,-0.730202,2.67613,-1,-13,294.56,-55.9612,-14.0248,-288.855,57.6919,-2.31378,-2.89603,1,13,35.2088,20.4017,-10.6682,-26.6384,23.0226,-0.988187,-0.481805,-1,91.6495,85.6569,212.443
194789,377461820,11,17.7963,-8.04173,-11.203,-11.2487,13.7904,-0.744869,-2.19338,-1,-11,10.0905,-9.94263,-0.638944,1.5981,9.96314,0.159721,-3.07742,1,-13,311.146,24.3911,-90.3297,-296.745,93.5648,-1.87134,-1.30706,1,13,27.3647,21.6855,8.17073,-14.5531,23.1738,-0.592686,0.360333,-1,93.8615,14.8618,147.017
196334,252537006,11,128.605,95.5137,83.3155,-21.7934,126.745,-0.17111,0.717292,-1,-11,18.7854,-14.5555,-5.92555,-10.2917,15.7154,-0.61531,-2.75498,1,-13,264.715,-74.2866,-66.8166,245.135,99.9148,1.6298,-2.40908,1,13,20.3378,-7.94088,-18.4745,-3.04115,20.1088,-0.150664,-1.97675,-1,90.2834,92.7892,377.941
194051,6362525,11,62.1973,20.8954,-27.4431,-51.7568,34.4926,-1.19505,-0.920033,-1,-11,29.7834,-12.8219,1.43376,26.8439,12.9018,1.47912,3.03023,1,13,48.7852,2.99041,23.6907,-42.5417,23.8787,-1.34146,1.44523,-1,-13,32.0198,-10.988,13.3278,-26.9609,17.2733,-1.22805,2.26027,1,84.2505,16.2639,144.289
195397,1053831791,-11,48.9402,-48.3436,6.99749,3.0127,48.8474,0.0616368,2.99785,1,11,46.6657,42.3013,1.48989,19.6486,42.3275,0.448969,0.0352064,-1,-13,44.9227,40.0113,11.9731,16.5463,41.7643,0.386489,0.290762,1,13,42.4014,-32.1472,-23.9305,13.8478,40.0763,0.339004,-2.50168,-1,92.2952,80.6033,175.023
195649,323790844,11,40.872,-37.7927,-10.9441,11.066,39.3454,0.277672,-2.85972,-1,-11,75.0117,-1.13507,-13.6193,-73.7562,13.6665,-2.38744,-1.65395,1,-13,86.6285,59.5887,37.5242,-50.454,70.4193,-0.666115,0.561986,1,13,19.3051,-8.8004,-4.01701,16.706,9.67385,1.31439,-2.71338,-1,85.9082,79.88,199.203
195757,244623214,11,48.9512,24.3602,41.3829,-9.50027,48.0204,-0.19657,1.03876,-1,-11,41.8487,-30.9263,-27.5468,6.004,41.4158,0.144466,-2.41393,1,13,54.5145,52.3258,-13.8512,-6.4787,54.128,-0.119408,-0.258775,-1,-13,51.294,-21.2219,11.0964,-45.3604,23.9478,-1.39526,2.65981,1,89.4307,86.7934,186.73
195552,793110394,-11,186.233,168.364,-37.2434,70.3516,172.434,0.397445,-0.217702,1,11,84.563,74.9045,38.7405,-6.27671,84.3297,-0.0743621,0.477311,-1,-13,279.057,-186.502,-3.28815,207.554,186.531,0.958867,-3.12396,1,13,198.315,-57.5069,5.05283,189.727,57.7285,1.90536,3.05395,-1,100.216,102.509,588.978
195099,137440354,-11,21.2157,6.88989,-20.0607,0.455684,21.2109,0.0214819,-1.23997,1,11,10.9996,-7.73787,6.8663,-3.73783,10.3451,-0.353882,2.4158,-1,-13,60.1057,-10.7721,42.0162,-41.6087,43.3751,-0.852283,1.82177,1,13,91.5811,8.43019,-22.3229,-88.4178,23.8616,-2.02068,-1.20971,-1,75.5558,29.1933,126.477
194619,132342073,-11,100.275,-33.9645,29.0119,-89.7768,44.6685,-1.44803,2.43468,1,11,52.7168,31.0233,-27.3382,-32.6993,41.35,-0.725462,-0.72234,-1,-13,61.4216,-40.7139,-20.0798,-41.3737,45.3963,-0.817309,-2.68341,1,13,50.8904,41.1678,19.0051,-23.1048,45.343,-0.489744,0.4325,-1,91.623,91.9518,188.223
194480,955425019,-11,58.3119,-33.8434,-8.0411,-46.8001,34.7856,-1.10582,-2.90832,1,11,49.8773,18.4769,-2.88621,46.2387,18.701,1.63698,-0.154954,-1,-13,40.9817,-26.7266,30.688,-4.83919,40.6948,-0.118636,2.28731,1,13,37.1063,0.801996,-36.8483,4.29264,36.857,0.116206,-1.54903,-1,106.532,73.3989,180.834
195115,18955331,11,99.4633,-53.8127,69.8133,46.0787,88.1459,0.501472,2.22748,-1,-11,43.033,17.174,30.7544,-24.7196,35.2248,-0.654114,1.06151,1,13,170.202,13.0949,-129.55,109.608,130.21,0.764957,-1.47006,-1,-13,18.5078,15.3254,9.97744,-2.84794,18.2871,-0.155112,0.577106,1,91.6119,95.4371,304.72
195658,59123305,11,83.1624,69.4396,24.4767,38.6653,73.6272,0.503593,0.33889,-1,-11,28.6188,-25.3154,-12.0867,5.66369,28.0528,0.200547,-2.69615,1,-13,156.67,-4.14395,33.352,153.023,33.6085,2.22081,1.69441,1,13,17.5723,-0.586255,-16.8945,-4.7966,16.9046,-0.280069,-1.60548,-1,91.8123,89.9789,205.786
196218,446438292,11,193.454,-19.3073,84.9565,172.725,87.1227,1.4358,1.79426,-1,-11,32.7055,19.7042,-15.6066,20.9244,25.136,0.757805,-0.66987,1,-13,137.024,-37.2738,-44.1624,124.241,57.7897,1.50872,-2.27181,1,13,181.507,42.2674,-4.69711,176.454,42.5276,2.13027,-0.110674,-1,92.9076,94.0122,227.73
195304,393582426,-11,69.5906,-3.72096,45.584,52.4511,45.7356,0.981486,1.65224,1,11,73.3718,-12.3183,-43.3541,57.8973,45.0702,1.06903,-1.84763,-1,-13,49.4215,40.9699,-24.7568,-12.2899,47.8689,-0.254002,-0.543552,1,13,49.6671,-25.3682,21.3691,36.9679,33.169,0.960086,2.44155,-1,89.4386,94.6291,200.886
195530,215099909,11,228.636,-105.806,50.6369,196.254,117.299,1.28711,2.69523,-1,-11,30.225,-28.8631,7.94599,-4.16342,29.9368,-0.138629,2.87295,1,13,346.241,159.832,176.832,251.132,238.36,0.91876,0.835851,-1,-13,64.2735,51.9877,2.09724,37.7353,52.03,0.673238,0.0403193,1,90.5259,92.4268,392.912
195774,1162374710,-11,27.1004,-18.7246,-14.3586,-13.3286,23.5962,-0.538463,-2.48741,1,11,9.70067,-9.33282,2.46261,-0.967953,9.65225,-0.100115,2.88361,-1,-13,65.8806,-34.6707,3.74614,-55.8942,34.8725,-1.25047,3.03396,1,13,23.3923,17.3478,-14.8691,-5.01488,22.8481,-0.217762,-0.708613,-1,61.9349,14.8726,87.4615
195915,426559109,11,316.795,61.5443,-28.6834,309.433,67.9002,2.22168,-0.436131,-1,-11,58.6805,-7.36524,-37.3611,44.6464,38.0801,0.998205,-1.76544,1,-13,61.1784,-46.6002,34.2156,20.0123,57.8125,0.339593,2.50826,1,13,116.673,17.8419,46.5644,105.48,49.8656,1.49403,1.20489,-1,91.173,92.36,274.442
196453,1181788896,-11,170.55,-35.0895,-1.75338,-166.892,35.1332,-2.26225,-3.09167,1,11,24.1278,23.3858,3.79581,-4.56596,23.6918,-0.191549,0.16091,-1,-13,33.7215,25.3344,-16.5678,14.8595,30.2708,0.473043,-0.579156,1,13,75.6735,-15.2238,6.21144,-73.8655,16.4422,-2.20771,2.7542,-1,90.9728,91.4355,198.179
195147,567117841,-11,109.149,-96.5139,5.32163,-50.6969,96.6605,-0.503003,3.08651,1,11,54.2189,5.25708,29.1247,-45.4291,29.5953,-1.21403,1.39222,-1,-13,113.531,84.3356,-66.0445,-37.6153,107.118,-0.344312,-0.66436,1,13,56.562,19.4054,19.1054,-49.5749,27.2321,-1.36033,0.777607,-1,91.4551,89.0752,277.991
195915,1056539444,-11,28.667,25.3118,-13.3571,1.64275,28.6199,0.0573673,-0.485563,1,11,49.6706,-0.466344,11.1633,-48.3976,11.173,-2.17216,1.61255,-1,13,140.207,-51.1857,35.7035,-125.551,62.4076,-1.4489,2.53253,-1,-13,74.7066,18.2324,-20.2361,-69.564,27.2382,-1.66707,-0.83744,1,82.4166,57.6945,165.084
194119,140486819,11,108.079,40.7012,0.404898,100.122,40.7032,1.63219,0.00994772,-1,-11,37.58,-24.6329,-26.6036,9.88588,36.2564,0.269395,-2.31775,1,-13,103.525,-67.8737,-24.5608,74.2113,72.1809,0.901126,-2.79439,1,13,46.3258,30.0843,-0.909614,35.2162,30.098,0.996658,-0.0302263,-1,91.6738,90.3901,189.823
201191,1357605031,-11,100.071,-28.3953,64.1247,-71.3863,70.1303,-0.89398,1.98766,1,11,24.5916,-11.6694,-21.3972,-3.27565,24.3724,-0.133998,-2.07008,-1,-13,24.0013,-21.0535,-8.70326,7.5533,22.7815,0.325762,-2.7496,1,13,13.3035,-5.84821,-11.8388,-1.6165,13.2045,-0.122117,-2.02962,-1,80.8431,14.5162,128.583
201625,845122892,11,120.663,-21.1482,115.669,-27.0728,117.586,-0.228251,1.75163,-1,-11,21.7849,17.3305,-6.25746,11.6224,18.4256,0.595037,-0.346499,1,-13,120.493,-18.8874,-105.261,-55.516,106.942,-0.49825,-1.74834,1,13,26.1353,25.7419,-1.04655,4.39357,25.7632,0.169721,-0.0406332,-1,89.8174,86.8228,281.273
198212,221918655,11,76.6811,35.603,-67.8737,2.36037,76.6448,0.0307913,-1.0877,-1,-11,29.3146,3.19586,27.0504,-10.8355,27.2386,-0.387993,1.4532,1,-13,130.772,0.704673,56.7917,117.795,56.7961,1.47624,1.55839,1,13,22.9661,-8.71354,-21.2423,-0.522432,22.9599,-0.0227521,-1.96006,-1,92.4923,89.3945,233.772
200600,82431995,-11,126.02,99.9814,-20.9845,73.7869,102.16,0.670815,-0.206882,1,11,43.3979,6.37124,-42.2648,-7.51501,42.7423,-0.174928,-1.42118,-1,13,145.055,35.0384,79.0324,116.478,86.4512,1.10698,1.15349,-1,-13,22.5592,-6.68007,-21.2078,3.80993,22.2349,0.170521,-1.87594,1,94.8643,97.3522,246.191
202504,1394353502,-11,103.205,-16.7848,84.5925,-56.689,86.2416,-0.617358,1.76667,1,11,22.3049,-12.6286,-17.3146,6.18327,21.4307,0.284663,-2.20096,-1,-13,93.9431,79.6848,-14.7863,47.5078,81.0451,0.556947,-0.183473,1,13,24.2123,-18.5615,-8.09287,-13.2739,20.2491,-0.615858,-2.73044,-1,92.3538,88.3767,236.92
202237,1294338754,11,77.2072,9.88106,-56.2171,-51.9899,57.0789,-0.816904,-1.39681,-1,-11,59.053,-16.2888,37.1673,-42.9013,40.58,-0.921251,1.98384,1,-13,153.654,-90.5906,-32.2861,119.836,96.172,1.04513,-2.79923,1,13,61.4462,-3.70083,37.9328,48.1978,38.1129,1.05668,1.66805,-1,95.4475,95.7003,328.306
199574,176859852,11,120.135,-4.38595,60.9829,-103.413,61.1404,-1.29645,1.64259,-1,-11,103.064,24.7731,-29.5884,-95.5669,38.5899,-1.63846,-0.873746,1,-13,238.555,-36.9355,-42.1715,-231.874,56.0595,-2.12723,-2.2901,1,13,21.8006,-21.4697,3.14106,-2.10718,21.6982,-0.0969611,2.99632,-1,90.0168,93.9338,211.815
202478,1037471026,-11,95.3681,-14.9113,33.2321,-88.1383,36.4241,-1.61702,1.99257,1,11,22.7721,4.43459,-18.3685,12.7082,18.8963,0.630015,-1.33391,-1,13,63.1196,8.52311,-25.1949,57.242,26.5975,1.50968,-1.24459,-1,-13,29.6874,5.25611,11.7942,-26.732,12.9124,-1.47462,1.15157,1,89.0883,85.5151,206.077
202237,970333313,-11,63.3146,18.2535,-56.7952,-21.2097,59.6564,-0.348437,-1.25983,1,11,42.4042,10.2235,38.1818,-15.3543,39.5268,-0.379293,1.30918,-1,-13,79.3527,-58.7235,-10.3507,-52.357,59.6288,-0.792462,-2.96712,1,13,87.2122,19.3397,21.7474,-82.2131,29.1028,-1.76158,0.843931,-1,93.1781,89.1842,211.378
201602,760006400,-11,178.434,21.9485,-75.6129,160.124,78.734,1.45862,-1.28829,1,11,15.9088,2.70546,-15.1085,-4.18381,15.3488,-0.269315,-1.3936,-1,-13,180.969,-55.6013,114.635,-128.519,127.407,-0.887529,2.0224,1,13,17.5988,16.2233,5.81277,3.56677,17.2332,0.205521,0.344048,-1,88.0787,67.9238,390.279
199435,435603487,-11,90.3422,41.2355,26.398,-75.9242,48.9615,-1.22256,0.569438,1,11,27.5667,-11.9374,3.07736,-24.6566,12.3277,-1.44368,2.88929,-1,13,72.5888,-15.5383,-19.9496,-68.0418,25.2868,-1.71585,-2.23252,-1,-13,21.0021,-8.55187,1.07998,-19.1515,8.61979,-1.53864,3.01597,1,45.3742,14.8388,96.6096
199877,414227757,11,63.5795,41.2423,-27.4609,-39.8411,49.5483,-0.735857,-0.587432,-1,-11,23.2996,1.83993,20.5673,-10.7921,20.6495,-0.501364,1.48158,1,13,35.633,4.50964,30.5744,-17.736,30.9052,-0.546302,1.42436,-1,-13,25.8905,15.3843,20.3009,4.63708,25.4716,0.181058,0.922312,1,55.5035,25.0896,109.823
202237,622212607,11,71.1386,-32.1388,52.0722,36.2807,61.1916,0.562729,2.12376,-1,-11,35.8973,23.7845,-24.1086,11.9032,33.8663,0.344615,-0.792165,1,13,20.6655,13.2812,-6.80614,-14.2947,14.9236,-0.851257,-0.473568,-1,-13,30.5733,-5.58773,-11.7203,-27.679,12.9841,-1.50105,-2.01568,1,91.0123,21.4757,157.87
198213,27000461,-11,19.9808,-18.1299,-5.92449,-5.95312,19.0733,-0.30726,-2.82575,1,11,46.6946,2.45478,9.31211,-45.6907,9.63023,-2.26106,1.31305,-1,-13,40.8539,5.63857,-37.3184,-15.6387,37.742,-0.403333,-1.42084,1,13,38.6629,23.4082,28.0725,-12.6015,36.5514,-0.338273,0.875753,-1,67.7953,39.0043,121.563
202504,1134909166,-11,81.1448,-48.3962,-36.2188,54.1339,60.4483,0.805548,-2.49913,1,11,76.8212,35.2531,2.6012,68.2052,35.3489,1.41165,0.0736528,-1,13,44.5216,25.8095,33.4271,14.0947,42.2315,0.327845,0.913293,-1,-13,70.6188,-9.79481,-38.2059,58.5779,39.4415,1.18652,-1.82176,1,93.1854,87.7308,187.283
199409,1023292406,-11,84.3265,9.26435,-64.6586,53.3328,65.319,0.7455,-1.42848,1,11,37.9524,-3.20181,32.9234,18.6061,33.0787,0.536386,1.66774,-1,-13,89.7762,-45.8625,31.4985,70.4574,55.6374,1.05778,2.53978,1,13,27.9653,26.5486,-8.18602,-3.19529,27.782,-0.114761,-0.299092,-1,91.7736,93.4507,194.901
199569,346269360,-11,81.8897,-22.3004,-31.0792,72.4065,38.2521,1.39467,-2.19319,1,11,9.03785,8.32527,-2.24276,2.70974,8.62207,0.309323,-0.263145,-1,-13,62.0791,16.2644,56.7213,-19.2863,59.0071,-0.321291,1.29155,1,13,37.4933,-0.606246,-22.1897,30.2156,22.198,1.11521,-1.59811,-1,91.4199,36.3279,169.947
199877,30975991,-11,179.385,-26.1963,46.2232,-171.337,53.1303,-1.88725,2.0864,1,11,23.6455,-23.5987,0.695815,-1.31431,23.6089,-0.0556412,3.11212,-1,13,167.601,67.0548,-2.57291,-153.581,67.1042,-1.56576,-0.0383515,-1,-13,243.643,-7.01773,-45.6417,-239.227,46.1781,-2.34724,-1.72336,1,94.3109,82.05,239.757
199569,84956243,-11,165.88,-43.9171,-10.2337,159.633,45.0937,1.97666,-2.91266,1,11,10.2829,-4.95103,-9.01212,-0.0878864,10.2826,-0.00854703,-2.07316,-1,13,136.489,-66.2617,-93.1566,74.5692,114.319,0.613145,-2.18906,-1,-13,60.1677,-30.3074,-45.6693,24.8178,54.8108,0.438593,-2.15669,1,53.1056,14.0718,160.656
202469,340674577,-11,119.024,-27.0429,-53.2316,-102.965,59.707,-1.31318,-2.04084,1,11,41.1676,27.3142,20.9911,-22.5406,34.4484,-0.614851,0.65524,-1,13,55.9462,-10.2779,54.7484,-5.19071,55.7047,-0.0930482,1.75637,-1,-13,56.7285,20.4281,-18.1541,-49.7115,27.3291,-1.35963,-0.726526,1,90.7698,94.1816,204.405
200466,153791279,11,26.5579,-23.4586,7.12186,-10.2125,24.5158,-0.405374,2.84684,-1,-11,24.0504,-2.71281,18.033,15.6803,18.2359,0.778733,1.72011,1,-13,83.5879,-49.9077,60.1416,-29.6502,78.1523,-0.370832,2.26347,1,13,35.2439,11.6191,7.09282,32.5086,13.6129,1.60484,0.548065,-1,90.1462,34.8366,126.292
202504,350555096,11,138.937,-55.7746,10.2341,-126.839,56.7058,-1.54478,2.96012,-1,-11,32.8163,-15.5464,22.5318,18.098,27.3747,0.620524,2.17476,1,13,147.091,25.2793,-55.9511,-133.665,61.3968,-1.52013,-1.14644,-1,-13,235.345,42.2768,24.9331,-230.171,49.0814,-2.24967,0.532854,1,91.4099,107.306,289.451
202272,843269254,-11,26.6004,22.6547,1.98472,13.7987,22.7415,0.574617,0.0873842,1,11,47.0606,13.1286,-1.86149,45.1539,13.2599,1.93937,-0.14085,-1,13,357.202,-68.5959,89.3112,338.985,112.614,1.82165,2.22575,-1,-13,90.6381,-11.2814,-21.1977,87.3994,24.0127,2.00341,-2.05987,1,87.9582,25.8856,172.656
201278,2073195431,11,125.232,-20.5221,-37.8188,117.608,43.0281,1.73055,-2.06797,-1,-11,44.0277,-22.865,32.8457,18.3519,40.0206,0.443845,2.17892,1,-13,77.0033,64.9925,-31.4855,26.7233,72.2174,0.362076,-0.451129,1,13,43.257,-13.4508,29.5928,28.5395,32.5062,0.792403,1.99741,-1,90.8656,93.5331,217.122
203002,630169854,-11,104.381,-80.9524,14.7964,-64.2119,82.2935,-0.717195,2.96081,1,11,53.4882,8.24761,-29.5637,-43.8058,30.6926,-1.15372,-1.29874,-1,13,161.052,-29.1582,52.866,-149.307,60.374,-1.63717,2.07483,-1,-13,34.0359,-23.542,-19.332,-15.1815,30.4623,-0.479754,-2.45407,1,88.0386,84.2663,185.041
202045,684580571,11,98.5579,-61.4289,-25.909,-72.5869,66.6692,-0.942766,-2.74246,-1,-11,35.5344,1.98662,-15.1975,-32.059,15.3268,-1.48391,-1.44081,1,13,79.9191,-37.8477,48.5511,-50.9647,61.5602,-0.754295,2.23294,-1,-13,75.2672,-46.3723,-23.2099,-54.5532,51.8565,-0.917671,-2.67754,1,72.2052,42.5067,136.477
201278,1278946974,-11,81.6792,24.3154,12.7593,-76.9249,27.4598,-1.75369,0.483245,1,11,21.6461,2.07729,-10.7385,18.6795,10.9375,1.30479,-1.37971,-1,-13,208.263,-43.9311,-35.86,-200.394,56.7087,-1.97495,-2.457,1,13,130.916,20.4507,34.8263,-124.531,40.3869,-1.84451,1.03983,-1,94.4153,81.1352,221.318
201278,1072952721,11,63.2606,30.5272,37.671,40.6312,48.4872,0.762049,0.889769,-1,-11,34.6622,-22.2291,-21.6641,-15.4272,31.0398,-0.478539,-2.36907,1,13,132.765,-9.83845,-60.6716,-117.681,61.4641,-1.40479,-1.73156,-1,-13,104.92,5.91613,24.2087,-101.917,24.9211,-2.11622,1.33111,1,92.89,83.2227,272.775
202093,53125147,11,186.42,15.3862,60.0218,-175.821,61.9625,-1.76578,1.31986,-1,-11,113.855,18.9524,-36.6121,-106.129,41.2267,-1.67447,-1.09312,1,13,81.4439,-63.4493,3.53807,-50.9388,63.5478,-0.733903,3.08589,-1,-13,37.1951,22.509,-29.0127,-5.92246,36.7205,-0.160594,-0.910966,1,92.2873,94.5631,246.268
194076,651520176,-11,51.5176,-2.12939,-18.165,-48.1618,18.2894,-1.69564,-1.68749,1,11,14.5632,10.1006,7.14055,7.68617,12.3697,0.587062,0.615369,-1,-13,64.9789,-56.0132,9.17763,31.6314,56.7601,0.531853,2.97919,1,13,28.1848,19.6181,13.8626,14.7422,24.0216,0.580541,0.615157,-1,68.3631,50.4313,156.115
202272,1011698826,-11,69.8731,10.8487,-14.1889,-67.5517,17.8611,-2.04045,-0.91802,1,11,22.6838,16.2421,-2.57749,-15.6238,16.4453,-0.845606,-0.15738,-1,13,143.798,-9.54159,25.7152,-141.158,27.4283,-2.34076,1.9261,-1,-13,33.4933,-2.12538,-19.6616,-27.0314,19.7761,-1.11857,-1.67848,1,54.5144,25.1711,96.3386
200075,451096187,-11,172.748,-22.1758,-42.68,165.917,48.0973,1.95178,-2.04999,1,11,180.15,-6.70543,-43.6059,174.665,44.1184,2.08472,-1.72337,-1,-13,138.497,70.9025,79.166,-88.8095,106.275,-0.760269,0.840407,1,13,36.4009,-21.8456,-2.43516,-29.0148,21.9809,-1.09059,-3.03058,-1,91.7208,16.1837,477.964
194050,519488427,11,295.937,-67.2469,26.2261,-287,72.1801,-2.08891,2.76974,-1,-11,112.451,20.3354,-23.4654,-108.079,31.0508,-1.96041,-0.856736,1,13,302.973,63.1587,-11.9003,-296.077,64.27,-2.23225,-0.186236,-1,-13,126.962,-37.016,22.2813,-119.384,43.2046,-1.74079,2.59975,1,92.116,106.976,212.614
202087,453984349,-11,30.6357,-9.34091,-10.4463,-27.2427,14.0135,-1.41833,-2.30039,1,11,10.8861,7.21796,5.68013,-5.84338,9.18493,-0.599611,0.666729,-1,13,42.545,28.2843,21.9715,-22.9633,35.8155,-0.603793,0.660441,-1,-13,48.1207,-17.1256,-17.9061,-41.2514,24.7773,-1.28288,-2.33392,1,62.8943,24.5387,89.0166
202178,412076062,-11,176.417,-70.4461,12.1215,161.287,71.4814,1.55273,2.97119,1,11,84.9845,-4.28111,-50.1183,68.4995,50.3008,1.11557,-1.65601,-1,13,89.3104,75.6726,47.0485,6.03622,89.1061,0.0676902,0.55625,-1,-13,38.7363,11.2624,-31.9148,18.8439,33.8437,0.531423,-1.23155,1,92.2016,89.388,293.502
201824,201387532,11,115.625,-69.2741,-30.3332,-87.4652,75.6241,-0.987876,-2.72887,-1,-11,37.0032,-8.20614,-34.7883,-9.57456,35.743,-0.264768,-1.80245,1,-13,105.298,82.3396,47.0393,45.7721,94.8288,0.465668,0.519037,1,13,134.235,29.0123,54.1315,119.361,61.416,1.41807,1.0788,-1,86.4414,60.2884,383.023
